v_code	v_name	v_addr	lat0	lng0
sdb	sols deckbar	cnr oxford & flinders st  taylor square darlinghurst nsw	-33.881060	151.217240
scd	somerled cellar door	89 main road  hahndorf sa	-34.990310	138.826740
x-som	somerville auditorium	university of western australia stirling hwy crawley wa	-31.976970	115.819390
snl	sound lounge seymour centre	corner of city road and cleveland street chippendale  nsw	-33.888420	151.197540
saf	south adelaide football club	1 lovelock drive  noarlunga downs  sa	-35.145687	138.492837
mpr	south morang plenty ranges arts centre	ferres bld  south morang vic 	-37.645550	145.068750
nlb	south newcastle leagues club	46 llewellyn st  merewether nsw	-32.940858	151.751017
pyc	south of perth yacht club	coffee point  applecross   wa	-32.002182	115.846284
spf	south perth foreshore	mill point road  south perth wa	-31.976840	115.862260
swa	south west adventures portland	4 palmer street  portland vic	-38.351520	141.599870
sit	southbank institute of technology	66 ernest st  south brisbane qld	-27.480090	153.020530
sct	southern cross 4wd tours	po box 426  labrador qld	-27.947870	153.398270
sha	southern cross group stadium	captain cook drive  woolooware nsw	-34.039510	151.141320
bcs	southern cross school	chickaba drive  east ballina nsw	-28.859610	153.591210
stx	southern cross stadium	cnr cowlishaw st & athlon drive  tuggeranong act	-35.415770	149.063230
cpz	southport cemetery paranormal activity tour queensland	departs southport general cemetery queen st  southport  qld	-27.970553	153.397365
sou	southport rsl	36 scarborough st  southport qld	-27.970970	153.415080
sos	southport sharks	cnr. musgrave & olsen avenues  southport qld	-27.955420	153.384740
bbe	southport yacht club	waterways drive  main beach qld	-27.992250	153.424862
dsl	souths leagues club	davies park  west end brisbane qld	-27.478200	153.004370
svh	sovereign hill	bradshaw st  sovereign hill vic	-37.574970	143.866510
scl	space 	level 2 127 liverpool street sydney nsw	-33.876900	151.208020
spi	space nightclub	127 liverpool street (cnr pitt street) sydney  nsw	-33.876684	151.208069
stt	spectrum theatre albany	proudlove parade  albany wa	-35.027378	117.885597
tsk	spice kitchen	252 kensington road  leabrook  sa	-34.926410	138.651950
trv	spiegeltent sydney	cbd  sydney nsw	-33.867487	151.206990
slw	spiegelworld	batman ave  melbourne vic	-37.820870	144.976130
sbv	spirit bar	19-23 kay street  traralgon vic	-38.194920	146.536027
bsp	sports centre brisbane entertainment centre	melaleuca drive  boondall qld	-27.344380	153.070080
ear	sportsear	    .	-25.274400	133.775140
swe	sportsworld entertainment centre	38a maguires road  nelson  nsw	-33.620060	150.919760
soe	spotless stadium	grand parade  sydney olympic park nsw	-33.843128	151.067590
stv	springfield tavern	cnr springfield pky & commerical drive   camira qld	-27.653210	152.920160
chs 	springvale city hall	397-405 springvale road  springvale vic	-37.956500	145.154310
spw	springwood civic centre	macquarie road  springwood nsw	-33.700440	150.562330
sgw	springwood hotel	cnr springwood & rochedale roads  springwood qld	-27.611140	153.123670
sra	sra ground condobolin	diggers avenue  condobolin nsw	-33.098630	147.147730
sca	st andrews cathedral	cnr george & bathurst st  sydney nsw	-33.873900	151.206310
sco	st columba's school	24 glenhuntly road  elwood vic	-37.882170	144.981510
dvc	st david’s cathedral	23 murray street crn of macquarie street  hobart tas	-42.892000	147.316760
sds	st francis de sales college	springs road  mount barker sa	-35.068990	138.884740
sgb	st george bank auditorium	montgomery street  (opposite the police station) kogarah nsw	-33.962730	151.133460
sic	st ignatius church 	corner church st & the vaucluse  richmond vic	-37.821820	144.997980
monavale04	st ives showground	mona vale road  st ives nsw	-33.720660	151.172020
sjc	st james church	173 king st  sydney nsw	-33.869610	151.210650
jon	st johns cathedral	373 ann street  brisbane qld	-27.464190	153.029560
bstjohns	st john's cathedral	375 ann street  brisbane qld	-27.464170	153.029690
sjn	st john's cathedral	  sydney nsw	-33.873650	151.206890
jpb	st johns park bowling	93 edensor road st john park sydney nsw	-33.883650	150.892240
sjs	st john's southgate	20 city rd   southbank vic	-37.820963	144.967196
sjo	st josephs church	3 salvado road  subiaco wa	-31.943270	115.825390
bstjosephs	st joseph's college	gregory terrace  spring hill qld	-27.458360	153.022880
anr	st kilda arms & navy rsl	88 acland street  st kilda vic	-37.867470	144.978860
lac	st luke's anglican church	69 varna street  clovelly nsw	-33.908090	151.258940
sma	st marks anglican church	250 george street fitzroy melbourne vic	-37.801580	144.981620
smt	st martins theatre	28 st martins lane south yarra melbourne vic	-37.835360	144.981220
mss	st mary star of the sea	cnr howard & victoria streets  west melbourne vic	-37.805880	144.952860
smb	st mary's band club	411 great western highway  st marys nsw	-33.769530	150.771450
smp	st mary's cathedral	17 victoria square  perth wa	-31.955450	115.866680
scs	st mary's cathedral square	college street  sydney nsw	-33.873610	151.212561
x-smc	st mary's church	  esrkineville nsw	-33.899810	151.184520
srl	st marys leagues club	cnr boronia and forrester rds  st marys nsw	-33.766000	150.774130
petemurr04	st mary's leagues club	cnr forrester & boronia rds  st mary's  nsw	NULL	NULL
x-mat	st matthews church	1 darley road (corner the corso)  manly nsw	-33.798400	151.286060
smr	st michael's church	120 collins street (cnr collins & russell streets) melbourne vic	-37.813630	144.973150
stp	st patricks cathedral	albert st  east melbourne vic	-37.810220	144.982260
ste	st patricks college ballarat	1431 sturt st  ballarat vic	-37.559182	143.831871
sps	st pauls	cnr pultney & flinders st  adelaide sa	-37.993210	145.218700
spc	st paul's cathedral	corner swanston and flinders streets  melbourne vic	-37.817550	144.967400
chaspc	st paul's church	corner of canberra avenue and captain cook cres  griffith act	-35.319690	149.135170
spl	st paul's church	cnr captain cook crescent and canberra avenue  griffith act	-35.319690	149.135170
stc	st stanislaus college	cnr bentinck & brilliant sts  bathurst nsw	-33.428730	149.570890
ucs	st stephens uniting church	197 macquarie street  sydney nsw	-33.867330	151.211980
sai	st. christopher's cathedral	55 franklin street  forrest  act	-35.318040	149.131970
sgc	st. george's cathedral	38 st. georges terrace  perth  wa	-31.956100	115.861200
jbs	st. kilda - adjacent st.kilda sea baths	jacka boulevard  st. kilda vic	-37.865730	144.973430
smc	st. michael's church	corner collins & russel street  melbourne vic	-37.814670	144.968550
spe	st. peter's cathedral	27 king william road  adelaide  sa	-34.943520	138.599480
sta	stadium australia	edwin flack avenue sydney olympic park sydney nsw	-33.849320	151.062110
sda	stadium australia	olympic boulevard  sydney olympic park nsw	-33.847910	151.066720
oly	stadium australia	edwin flack avenue sydney olympic park  nsw	-33.849320	151.062110
stadiuma	stadium australia	edwin flack avenue  sydney olympic park nsw	-33.847143	151.063419
shf	stadium drive hockey fields - coffs harbour	cnr hogbin rd & stadium dr   coffs harbour nsw	-30.296310	153.115670
sjosepadi	stage 11 - fox studios	(formerly citylive) errol flynn drive moore park nsw	-33.895030	151.224990
stg	stage 88	commonwealth park  canberra act	-35.289220	149.130730
sdm	stamford hotel	corner stud rd & wellington rd  rowville  vic	-37.926820	145.232120
sfb	stamford plaza - brasserie on the river	cnr edward & margaret streets   brisbane qld	-27.471350	153.030160
svc	stanthorpe civic centre	cnr marsh & lock streets   stanthorpe qld	-28.653860	151.934390
bts	star bar	600 george street  sydney nsw	-33.875471	151.206620
unleashs04	star city ballroom	pyrmont rd pyrmont star city casino sydney nsw	NULL	NULL
scb	star city grand harbour ballroom	pirrama road  pyrmont nsw	-33.866210	151.194630
sho	star city showroom	pirrama road  pyrmont nsw	-33.866210	151.194630
x-sho	star theatre star city	pirrama road  pyrmont nsw	-33.865854	151.195736
sdh	stardust hotel	84 broomfield street  cabramatta nsw	-33.894820	150.939320
starship	starship sydney	king street wharf 4 darling harbour  sydney nsw	-33.867254	151.200934
ssh	starshot	   national	NULL	NULL
stf	startrack oval	canberra avenue  manuka act	-35.318230	149.134558
hob	state cinema	375 elizabeth street  north hobart tas	-42.882570	147.330240
ecb	state equestrian centre	cathedral avenue   brigadoon wa	-31.785100	116.047420
x-sln	state library of new south wales	macquarie street  sydney  nsw	-33.863230	151.212900
qsl	state library of queensland	queensland terrace stanley place south bank brisbane qld	-27.481930	153.023010
vsl	state library of victoria	328 swanston st  melbourne   vic	-37.810160	144.964170
alx	state library of western australia	alexander library building perth cultural centre 25 francis street northbridge wa	-31.948870	115.860590
snh	state netball hockey centre	10 brens drive royal park parkville vic	-37.778640	144.947210
kpr	state reception centre wa	fraser ave  kings park wa	-31.967746	115.833486
ptn	state tennis centre	victoria park drive  burswood wa	-31.954480	115.895720
sff	state theatre	49 market street  sydney nsw	-33.871000	151.207380
x-sta	state theatre	49 market st  sydney nsw	-33.871000	151.207380
stl	statement lounge	49 market street  sydney nsw	-33.871000	151.207380
ion	station pier	  port melbourne vic	-37.844612	144.930996
srj	station resort	8228 snowy river way  jindabyne nsw	-36.450500	148.616420
stm	steamranger station	dutton road  mount barker sa	-35.066630	138.865820
sov	steel blue oval	old perth road  bassendean wa	-31.904780	115.952800
sbs	stockland park - sunshine coast	320 nicklin wy  bokarina qld	-26.732000	153.126700
sss	stockland stadium sunshine coast	nicklin way  kawana qld	-26.701670	153.126640
sdi	stockrington drive in theatre	stockrington rd  stockrington nsw	-32.859520	151.613840
zsally04	stockton centre concert hall	fullerton road  stockton nsw	-32.899300	151.786820
sto	stonecutters canterbury	3 rochester road opposite train station canterbury vic	-37.824980	145.080400
sba	story bridge	170 main street  kangaroo point qld	-27.467860	153.035570
sft 	strathfield town hall	65 homebush road  strathfield  nsw	-33.874230	151.086720
mts	stromlo forest park	   canberra	-35.282000	149.128680
sty	studio underground	state theatre centre of wa cnr roe street & william street perth wa	-31.949820	115.859060
sst	studio subiaco arts centre	180 hamersley road   subiaco wa	-31.951980	115.820510
x-sac	subiaco arts centre	180 hamersley rd  subiaco wa	-31.951980	115.820510
sua	subiaco arts centre	180 hamersley road   subiaco wa	-31.951980	115.820510
~soc~	subiaco church of christ	260 bagot road subiaco  wa	-31.950150	115.823300
soc	subiaco church of christ	260 bagot road  subiaco wa	-31.950150	115.823300
sbo	subiaco community centre	203 bagot road  subiaco wa	-31.950940	115.825390
x-sub	subiaco oval	subiaco rd  subiaco wa	-31.943641	115.830081
sug	sugarland tavern	52 johnson street  bundaberg qld	-24.810710	152.456270
sfo	sunbury football social club	clarke oval 43 riddell road sunbury vic	-37.573873	144.723090
sbm	sunbury memorial hall	macedon st  sunbury vic	-37.579180	144.734190
sun	suncorp stadium	castlemaine street  milton qld	-27.465100	153.008470
sfr	sunferries/sunsea cruises	bearakwater terminal  sir leslie thiess drive townsville qld	-19.253590	146.826160
skg	sunken garden	uwa 35 stirling highway  crawley wa	-31.976792	115.816217
ssf	sunset safaris	8 bambi close  upper coomera qld	-27.874160	153.305160
gcv	supercars circuit	gold coast highway  surfers paradise qld	-28.000960	153.426740
ffb	supercars membership	  national national	NULL	NULL
ndy	supergp	surfers paradise street circuit  gold coast qld	-27.999030	153.428670
sup	supreme court gardens	barrack street and riverside drive  perth wa	-31.958540	115.858320
~lts~	surf kite surfing centre	meet us at the yellow trailer in the lancelin caravan park end of hopkins st  lancelin wa	-31.024640	115.331250
suc	surfair conference centre	surfair conference centre  sunshine coast qld	-26.572740	152.920590
spb	surfers paradise beergarden	cavil mall corner of hanlan st and gold coast hwy surfer's paradise gold coast qld	-28.017260	153.425700
spp	surfers paradise pass	dreamworld pkwy   coomera qld	-27.868180	153.315070
tor	surfworld leisure centre	beach road   torquay vic	-38.326140	144.318850
ssx	sussex inlet rsl	200 jacobs dve  sussex inlet nsw	-35.157460	150.602890
sue	sutherland entertainment centre	30 eton street  sutherland nsw	-34.031370	151.059440
swn	swan basement	201 queen victoria street  north fremantle wa	-32.038050	115.753910
snt	swan hill town hall pacc vic	53-57 mccallum street  swan hill vic	-35.336904	143.558421
svt	swan valley tours	swan valley indulgence tour  perth wa	-31.952850	115.857340
sweenys	sweeny's scenic hills	  campbelltown nsw	-34.067770	150.813190
swi 	swinburne university	national insitute of design 144 high street prahran melbourne vic	-37.851690	144.992090
swu	swinburne university melbourne	144 high street  prahan vic	-37.851960	144.992030
ccn	sydney - central coast and national parks	   nsw	-31.253220	146.921100
sat	sydney attractions pass	   nsw	-31.253220	146.921100
tsb	sydney bike tours	shop 120 clock tower building 55 harrington street the rocks nsw	-33.859260	151.207850
sar	sydney college of the arts rozelle	rozelle hospital  sydney nsw	-33.869874	151.158880
scm	sydney conservatorium of music	verbrugghen hall  macquarie street sydney nsw	-33.863230	151.212900
cca	sydney convention & exhibition centre	darling drive  darling harbour nsw	-33.875580	151.199060
scg	sydney cricket ground	driver avenue  moore park nsw	-33.891470	151.223480
scgswans04	sydney cricket ground	driver avenue  moore park nsw	-33.891470	151.223480
x-sec	sydney entertainment centre	35 harbour st  darling harbour nsw	-33.872340	151.198980
sfv	sydney five in one	  sydney nsw	-33.873650	151.206890
wara04	sydney football stadium	driver avenue  moore park sydney nsw	-33.891470	151.223480
sroosters	sydney football stadium	cnr driver ave & moore park road moore park sydney nsw	NULL	NULL
sydfoost	sydney football stadium	driver avenue  moore park nsw	-33.891470	151.223480
sgt	sydney ghost tours - the rocks	  the rocks nsw	-33.859630	151.208700
gla	sydney glass island	king street wharf 8  darling harbour nsw	-33.872340	151.198980
shs	sydney habour tall ship adventure sail	campbell's cove  the rocks nsw	-33.844140	149.660570
shg	sydney hang gliding centre	bald hill  stanwell park nsw	-34.224400	150.995650
syh	sydney harbour	sydney harbour   nsw	-33.838741	151.268769
htr	sydney helitours	(02) 9317 3402 po box 46 mascot  nsw	-33.931320	151.194240
sig	sydney indoor climbing gym	unit 4c/1-7 unwins bridge road st. peters  sydney nsw	-33.910080	151.174420
sie	sydney international equestrian centre	saxony rd horsley park   nsw	-33.867487	151.206990
hoc	sydney international hockey centre	 shirley strickland ave  sydney olympic park nsw	-33.853610	151.072610
sin	sydney international regatta centre	castlereagh road  penrith nsw	-33.740460	150.692490
sms	sydney mechanics school	280 pitt street  sydney nsw	-33.874178	151.208348
cre	sydney motorsport park eastern creek	brabham drive eastern creek  nsw	-33.798070	150.870670
sob	sydney observatory	watson rd  millers point nsw	-33.859129	151.205011
hpk	sydney olympic park	  sydney olympic park nsw	-33.848910	151.067720
iac	sydney olympic park aquatic centre	olympic boulevard  sydney olympic park nsw	-33.847910	151.066720
sac	sydney olympic park athletic centre	edwin flack avenue  sydney olympic park nsw	-33.849320	151.062110
sop	sydney olympic park exhibition hall	  homebush nsw	-33.867220	151.084710
opp	sydney olympic park precinct	sydney olympic park street circuit  homebush nsw	-33.845370	151.082570
ssc	sydney olympic park sports centre	olympic boulevard  sydney olympic park nsw	-33.847910	151.066720
ten	sydney olympic park tennis centre	rod laver drive sydney olympic park sydney nsw	-33.855440	151.072900
soh	sydney opera house	bennelong point  sydney nsw	-33.859228	151.213507
x-soh	sydney opera house	bennelong point  sydney nsw	-33.839560	151.075350
spo	sydney polo club	 100 ridges lane  richmond  nsw	-33.584691	150.735896
ras	sydney showground	sydney showground showground road sydney olympic park nsw	-33.843070	151.067700
ssg	sydney showground	1 showground road  sydney olympic park nsw	-33.844970	151.067040
x-ssg	sydney showground	1 showground road  sydney olympic park nsw	-33.844970	151.067040
x-res 	sydney showground	  sydney olympic park nsw	-33.848910	151.067720
soplov	sydney showground	1 showground road  sydney olympic park nsw	-33.844970	151.067040
res	sydney showground sydney olympic park	  sydney nsw	-33.873650	151.206890
bsn	sydney to newcastle return coach & ticket package	platform 1 country platform central station sydney nsw	-33.884110	151.206190
soz	sydney tower & 4d cinema experience	100 market street centrepoint podium level sydney nsw	-33.873650	151.206890
sth	sydney town hall	corner of george street and druitt street  sydney nsw	-33.873231	151.206622
twr	sydney town hall – the treasury	483 george st  sydney nsw	-33.873197	151.206186
~spt~	sydney trapeze school	building 2k 1-7 unwins bridge road st peters sydney nsw	-33.910080	151.174420
intdance04	sydney university sports & aquatic centre	sydney university  building g09 cnr corington & darlington rds nsw	-33.873650	151.206890
syw	sydney whale watching	darling harbour  sydney nsw	-33.872340	151.198980
syl	sylvania community club	box road sylvania sydney nsw	-34.019340	151.086860
spr	symmons plains raceway	midland highway via perth  tasmania tas	-41.577290	147.175180
tpk	tabcorp park menangle	racecourse ave  menangle park nsw	-34.101855	150.747471
tab	tabcorp park melton	2 ferris road  melton vic	-37.697300	144.595440
ric	tafesa regency international centre	regency international centre 137 days road regency park  sa	-34.872900	138.568510
tib	tailem bend	  tailem bend sa	-35.253950	139.453880
tal	tallawarra power station	truenergy tallawarra power station property  yallah nsw	-34.536440	150.784640
~tmn~	tamborine mountain	#name?   qld	-20.917570	142.702800
tvy	tamburlaine vineyard	mcdonalds road pokolbin hunter valley nsw	-32.776230	151.301270
tpl	tampawardli park lands	(behind ellis park) west tce   sa	-34.927920	138.587040
tcp	tamworth - australian equine and livestock events centre (aelec)	503 goonoo goonoo road  tamworth nsw	-31.108700	150.923450
tbp	tamworth - bicentennial park	kable avenue  tamworth  nsw	-31.091090	150.930370
tre	tamworth regional entertainment centre	greg norman dr  tamworth nsw	-31.129100	150.918260
tth	tamworth town hall	fitzroy street   tamworth nsw	-31.090110	150.933110
tir	tangalooma island resort	moreton island  off brisbane qld	-27.032020	153.465820
tnk	tank nightclub	3 bridge lane  sydney nsw	-33.863700	151.207680
tap	tap gallery	1/278 palmer street darlinghurst sydney nsw	-33.878820	151.216370
tpm	tapis rouge suite	rod laver arena at melbourne park batman ave melbourne vic	-37.733470	144.760970
tps	tapis rouge suite - acer arena	corner edwin flack avenue and olympic boulevard sydney olympic park sydney nsw	-33.847910	151.066720
tpa	tapis rouge suite - adelaide entertainment centre	corner port road & adam street  hindmarsh sa	-34.907480	138.574350
tpq	tapis rouge suite - brisbane ent centre	melaleuca drive  boondall qld	-27.344380	153.070080
tpn	tapis rouge suite – newcastle entertainment centre	  broadmeadow nsw	-32.923630	151.729020
ren	taren point hotel	105 parraweena rd  caringbah nsw	-34.025990	151.119337
wpz	taronga western plains zoo	  dubbo nsw	-32.243810	148.609500
zoo	taronga zoo	bradleys head road  mosman nsw	-33.842830	151.244070
tcz	taronga zoo	(02) 9969 2777 bradleys head road mosman nsw	-33.842830	151.244070
tzn	taronga zoo education centre	adjacent to anz lecture theatre    enter via main carpark bradleys head road mosman nsw	-33.842830	151.244070
tgb	tasmania	goldrush ballooning  longford south-west of launceston tas	-41.426180	147.112470
tfo	tasmania five in one	  hobart  tas	-42.830850	147.374620
tae	tasmanian equestrian centre	equestrian drive  lauderdale tas	-42.896280	147.483930
thk	tasmanian hockey centre	bell street cornelian bay hobart tas	-42.854400	147.313279
tmp	tasting australia market place	victoria square  adelaide sa	-34.928661	138.600415
tnm	tattou nightclub	28 francis street  melbourne vic	-37.818120	144.955440
tat	tatura park shepparton	157-161 ross street  tatura vic	-36.452402	145.222733
tsq	taylor square south	corner of oxford burke & flinders street's  paddington nsw	-37.797140	145.063230
pwb	taylors arm	taylors arm rd  nambucca valley  nsw	-31.253220	146.921100
tlp	tc’s sports bar panthers	mulgoa road  penrith nsw	-33.755920	150.686601
tca	tca ground hobart	davies avenue queens domain  tas	-42.872252	147.329273
tdm	telstra dome melbourne	harbour esplanade  docklands vic	-37.817280	144.945890
swans	telstra stadium	olympic boulevard sydney olympic park sydney nsw	-33.847910	151.066720
aru	telstra stadium	olympic boulevard sydney olympic park sydney nsw	-33.847910	151.066720
bulldogs	telstra stadium	olympic boulevard sydney olympic park sydney nsw	-33.847910	151.066720
tex	temora ex-services club	130 baker st  temora nsw	-34.447140	147.532100
ttw	tempus two winery	cnr broke & mcdonalds rd  pokolbin nsw	-32.775270	151.303500
tnt	tennant creek - showgrounds	  tennant creek nt	-19.645850	134.191250
ter	terrey hills swim school	31 myoora road terrey hills sydney nsw	-33.690230	151.219650
vpartes2c	test venue sydney	   nsw	-31.253220	146.921100
tgs	testing grounds	1-23 city road  southbank vic	-37.821351	144.967626
tfb	thatchers cider house @ the factory theatre	105 victoria rd  enmore nsw	-33.905820	151.165300
amh	the abraham mott hall	15a argyle st  millers point nsw	-33.858910	151.204050
alt	the altona theatre altona civic centre	115 civic parade   altona vic	-37.864000	144.831000
gam	the amphitheatre darwin	george brown darwin botanic gardens entry via gardens road  nt	-12.462820	130.841770
and	the annandale hotel	parramatta road  (corner nelson st) annandale nsw	-33.887600	151.171180
adh	the annandale hotel	cnr nelson st & parramatta rd annandale sydney nsw	-33.887410	151.171520
arn	the arena	210 brunswick street  fortitude valley qld	-27.456530	153.032430
x-arn	the arena fortitude valley	210 brunswick street  fortitude valley qld	-27.456530	153.032430
arr	the arisaig tea rooms	the reader's digest building 26 waterloo street surry hills nsw	-33.886627	151.210347
ark	the arkaba	150 glen osmond rd  fullarton sa	-34.947076	138.625863
tam	the armadale hotel	1068 high st  armadale vic	-37.855790	145.022940
sthelab	the arthouse hotel	275 pitt street sydney sydney nsw	-33.872290	151.207890
gca	the arts centre gold coast	135 bundall road  surfers paradise qld	-28.002390	153.416740
x-hhm	the arts centre hamer hall	100 st kilda rd  melbourne vic	-37.821250	144.968530
x-stm	the arts centre state theatre	100 st kilda rd  melbourne vic	-37.821250	144.968530
ash	the assembly hall	156 collins street  melbourne vic	-37.814640	144.968150
atc	the astor theatre	corner chapel street and dandenong road  st kilda vic	-37.857780	144.992320
atr	the atrium federation square	corner swanston & flinders sts federation square  vic	-37.817510	144.967540
mac	the atrium macquarie university	culloden road north ryde sydney nsw	-33.772500	151.107430
ave	the auditorium @ erindale vikings	6 ricardo st  wanniassa act	-35.405560	149.096870
agc	the australian golf club	53 bannerman crescent  rosebery nsw	-33.918860	151.211030
tah	the australian hotel	100 cumberland st the rocks sydney nsw	-33.859580	151.207040
ava	the avalon on the beach	avalon beach  avalon nsw	-33.635847	151.331685
sep	the backcourt at perth arena	enter via wellington street near mitchell freeway perth   wa	-31.948410	115.852100
tba	the bakery artrage complex	233 james street   northbridge wa	-31.946570	115.853610
ttb	the ballroom	  canberra act	-35.282000	149.128680
bas	the basement	7 macquarie place  sydney nsw	-33.860509	151.210399
x-bas	the basement	  sydney nsw	NULL	NULL
cba	the basement	2 cohen street  belconnen act	-35.240240	149.059160
bph	the beach palace hotel	169 dolphin street  coogee beach nsw	-33.919000	151.257930
bcl	the bentleigh club	yawla street   bentleigh vic	-37.913580	145.026660
bes	the besen centre	87-89 station street  burwood vic	-37.848630	145.119910
lpb	the big top at luna park	1 olympic drive  milson's point nsw	-33.849320	151.211290
x-lpb	the big top at luna park	1 olympic drive  milson's point nsw	-33.849320	151.211290
bcb	the bird cage bar	central queensland university  rockhampton qld	-23.322780	150.520800
btr	the blues train	departs queenscliff steam train station 20 symonds street (bottom of hesse st) queenscliff vic	-38.269750	144.659860
hippeale04	the bourbon	24 darlinghurst rd  kings cross nsw	-33.873280	151.224730
brh	the briars historical homestead	nepean highway  mount martha vic	-38.272870	145.033360
roz	the bridge hotel	135 victoria road  rozelle nsw	-33.835600	151.128440
bsb	the brisbane club	241 adelaide street   brisbane qld	-27.466880	153.027440
bfs	the brookfield  showgrounds	brookfield road  brookfield  qld	-27.493340	152.913000
bvl	the burvale hotel	corner burwood highway & springvale road  nunawading vic	-37.867500	145.230640
mev	the capital bendigo	50 view street  bendigo victoria	-36.757220	144.276361
tcb	the capital bendigo	50 view street  bendigo vic	-36.757220	144.276361
tcm	the cellars	673 bourke street  melbourne vic	-37.817000	144.953980
chr	the charles hotel	509 charles street   north perth  wa	-31.916200	115.848200
scn	the civic pavilion	the concourse victoria ave chatswood nsw	-33.796080	151.183100
cck	the comedy club knox ozone	425 burwood highway knox ozone precinct (near village cinema’s opposite the knox tavern) wantirna south vic	-37.869950	145.237100
tcs	the comedy store	fox studios moore park sydney nsw	-33.893550	151.226820
cln	the comic's lounge	26 errol street  north melbourne vic	-37.804601	144.949838
hcm	the commercial hotel south morang	commercial hotel 820 plenty road south morang vic	-37.651290	145.088170
cmn	the common margarets beach resort gnarabup	1 resort place gnarabup beach margaret river wa	-33.992637	114.993923
cgc	the commonwealth golf club	glennie  avenue  south oakleigh vic	-37.929090	145.083190
tce	the concourse terrace	409 victoria ave  chatswood nsw	-33.795920	151.183097
tcn	the concourse chatswood	the theatre victoria ave  nsw	-33.794030	151.190400
hcn	the concourse chatswood	the concourse 409 victoria ave  nsw	-33.794030	151.190400
tco	the container factory theatre	105 victoria rd  marrickville  nsw	-33.905815	151.165301
tch	the corner hotel	57 swan street  richmond vic	-37.824600	144.992540
cna	the cornish arms	163a sydney road  brunswick vic	-37.773490	144.960930
pia	the courier-mail piazza the parklands south bank	the parklands south bank cnr glenelg & little stanley st south brisbane qld	-34.980340	138.513490
cou	the court hotel	50 beaufort street  perth wa	-31.950260	115.862490
cyw	the courtyard state theatre centre of wa	174-176 william street   wa	-31.949800	115.859060
cbe	the cube	20-22 camden rd  campbelltown nsw	-34.071670	150.808580
dal	the dalrymple hotel	310 bayswater road  garbutt qld	-19.275120	146.766120
dom	the domain	sydney royal botanic gardens  sydney nsw	-33.864490	151.217530
mdo	the dome	333 collins street  melbourne vic	-37.816710	144.963170
bdm	the dome at crown perth	crown perth great eastern highway burswood wa	-27.672820	121.628310
sod	the dome sydney showground	sydney olympic park homebush  nsw	-33.867220	151.084710
edg	the edge hotel	stuart hwy  buronga nsw	-34.169850	142.183480
teb	the edwards	148 parry street   newcastle nsw	-32.927522	151.759686
ejc	the ellington jazz club	191 beaufort street  perth wa	-31.946692	115.864289
emp	the empire hotel	339 brunswick street  fortitude valley qld	-27.458610	153.035080
emt	the empire theatre	  toowoomba qld	-27.563180	151.955650
nns	the ensemble theatre	78 mcdougall street  kirribilli nsw	-33.845210	151.215240
cds	the entertainment quarter	   lang road moore park sydney nsw	-33.894780	151.230530
ent	the entrance	the entrance cinema   54 entrance rd the entrance nsw	-33.343130	151.497580
epp	the epping club	45-47 rawson st  epping nsw	-33.773340	151.080580
x-cip	the esplanade	    perth wa	-31.952850	115.857340
esp	the esplanade hotel	11 the esplanade  st. kilda vic	-37.864150	144.972760
esr	the esplanade reserve	marine terrace  fremantle wa	-32.059520	115.748030
esb	the establishment ballroom	level 2 252 george st  sydney   nsw	-33.864050	151.207620
eka	the eureka hotel richmond	1 church st  richmond vic	-37.810665	145.000685
teh	the evelyn hotel	351 brunswick street  fitzroy vic	-37.796600	144.978790
cav	the events centre caloundra	20 minchinton street  caloundra qld	-26.802650	153.130690
tfm	the factory theatre	105 victoria road  marrickville nsw	-33.905820	151.165300
tfs	the famous spiegeltent	corner william and college st hyde park north sydney nsw	-33.838630	151.207110
~oht~	the famous spiegeltent - honda festival garden	hyde park north cnr college and park streets sydney sydney nsw	-33.873280	151.209670
nrl	the footy show memberships drive	   nsw	-31.253220	146.921100
fot	the fort	57 brunswick street  fortitude valley qld	-27.453990	153.029220
cyl	the forum	cnr bent st & errol flynn blvd the entertainment quarter (previously fox studios) moore park nsw	-37.766610	144.991590
fxl	the fox hotel	melbourne st cnr hope st south brisbane qld	-27.474540	153.017430
gsc	the g bar - csu albury	charles sturt university   elizabeth mitchell drive thurgoona  nsw	-36.042040	146.991380
gab	the gabba - brisbane cricket ground	brisbane cricket ground vulture street woolloongabba  qld	-27.500560	153.035320
x-gab	the gabba - brisbane cricket ground	brisbane cricket ground vulture street woolloongabba  qld	-27.500560	153.035320
gae	the gaelic theatre	64 devonshire street  surry hills nsw	-33.885950	151.207240
rgt	the george wood ringwood	kalinda rd  ringwood vic	-37.786500	145.255390
tgo	the gold digger the courtyard state theatre centre	174-176 william street  perth wa	-31.949940	115.860790
gha	the gov	59 port road hindmarsh  sa	-34.905690	138.571970
bgpo	the gpo hotel	740 ann st fortitude valley brisbane qld	NULL	NULL
gbt	the grand boulevard tavern	151 grand blvd joondalup perth wa	-31.742960	115.770330
tgh	the grand tasman hotel	94 tasman terrace  port lincoln  sa	-34.721614	135.860912
hsg	the grande	1-3 church street hepburn springs  vic	-37.313600	144.139390
ggc	the grange golf club	lot 734 white sands dr  seaton sa	-34.889796	138.501620
grk	the greek club & convention centre	29 - 31 edmondstone st  south brisbane qld	-27.479650	153.015330
tgr	the green room	the green room  canberra act	-35.282000	149.128680
