sub,state,postcode
rocky point,QLD,4874
rocky river,NSW,2372
rocky river,NSW,2358
rockyview,QLD,4701
rodd point,NSW,2046
rodds bay,QLD,4678
rodgers creek,QLD,4370
roebourne,WA,6718
roebuck,WA,6725
roelands,WA,6226
roger river,TAS,7330
rogues point,SA,5571
rokeby,VIC,3821
rokeby,TAS,7019
rokewood,VIC,3330
rokewood junction,VIC,3351
roland,TAS,7306
roleystone,WA,6111
rollands plains,NSW,2441
rolleston,QLD,4702
rollingstone,QLD,4816
roma,QLD,4455
romaine,TAS,7320
romsey,VIC,3434
rookhurst,NSW,2422
rooty hill,NSW,2766
ropeley,QLD,4343
ropers road,NSW,2395
ropes crossing,NSW,2760
rosa brook,WA,6285
rosa glen,WA,6285
rosalie plains,QLD,4401
rosanna,VIC,3084
rose bay,NSW,2029
rose bay,TAS,7015
rose bay north,NSW,2030
rose park,SA,5067
rose river,VIC,3678
rose valley,NSW,2534
rose valley,NSW,2630
rosebank,NSW,2480
roseberg,NSW,2793
roseberry,NSW,2474
roseberry creek,NSW,2474
rosebery,VIC,3395
rosebery,NT,0832
rosebery,NSW,1445
rosebery,NSW,2018
rosebery,TAS,7470
rosebrook,NSW,2320
rosebrook,VIC,3285
rosebud,VIC,3939
rosedale,NSW,2536
rosedale,QLD,4674
rosedale,SA,5350
rosedale,VIC,3847
rosegarland,TAS,7140
rosehill,NSW,2142
rosehill,QLD,4370
roselands,NSW,2196
rosella,QLD,4740
rosemeadow,NSW,2560
rosemeath,NSW,2632
rosemount,QLD,4560
roseneath,QLD,4811
rosenthal heights,QLD,4370
roses gap,VIC,3385
rosetown,SA,5275
rosetta,TAS,7010
rosevale,QLD,4340
rosevale,TAS,7292
rosevears,TAS,7277
roseville,NSW,2069
roseville chase,NSW,2069
rosewater,SA,5013
rosewater east,SA,5013
rosewhite,VIC,3737
rosewood,NSW,2446
rosewood,QLD,4340
rosewood,NSW,2652
roseworthy,SA,5371
roslyn,NSW,2580
roslynmead,VIC,3564
rosny,TAS,7018
rosny park,TAS,7018
ross,TAS,7209
ross creek,VIC,3351
ross creek,QLD,4570
ross river,QLD,4816
rossarden,TAS,7213
rossbridge,VIC,3377
rossglen,NSW,2439
rossgole,NSW,2336
rossi,NSW,2621
rosslea,QLD,4812
rosslyn,QLD,4703
rosslyn park,SA,5072
rossmore,NSW,2557
rossmore,WA,6401
rossmoya,QLD,4702
rossmoyne,WA,6148
rossvale,QLD,4356
rossville,QLD,4895
rostrevor,SA,5073
rostron,VIC,3477
rothbury,NSW,2320
rothsay,WA,6620
rothwell,QLD,4022
roto,NSW,2675
rottnest island,WA,6161
rouchel,NSW,2336
rouchel brook,NSW,2336
roughit,NSW,2330
round corner,NSW,2158
round hill,TAS,7320
round hill,QLD,4677
round mountain,NSW,2484
round swamp,NSW,2846
roundstone,QLD,4718
rous,NSW,2477
rous mill,NSW,2477
rouse hill,NSW,2155
rowan,NSW,2650
rowella,TAS,7270
rowena,NSW,2387
rowes bay,QLD,4810
rowland flat,SA,5352
rowlands creek,NSW,2484
rowsley,VIC,3340
rowville,VIC,3178
roxburgh park,VIC,3064
roxby downs,SA,5725
royal exchange,NSW,1225
royal george,TAS,7213
royal park,SA,5014
royalla,NSW,2620
royston,QLD,4515
royston park,SA,5070
rozelle,NSW,2039
ruabon,WA,6280
rubicon,VIC,3712
ruby,VIC,3953
ruby creek,NSW,4380
rubyanna,QLD,4670
rubyvale,QLD,4702
rudall,SA,5642
rudds gully,WA,6532
ruffy,VIC,3666
rufus,NSW,2648
rugby,NSW,2583
rukenvale,NSW,2474
rules beach,QLD,4674
runaway bay,QLD,4216
runcorn,QLD,4113
rundle mall,SA,5000
running creek,QLD,4287
running creek,VIC,3691
running stream,NSW,2850
runnyford,NSW,2536
runnymede,VIC,3558
runnymede,QLD,4615
runnymede,TAS,7190
rupanyup,VIC,3388
rural view,QLD,4740
ruse,NSW,2560
rush creek,QLD,4521
rushcutters bay,NSW,2011
rushes creek,NSW,2346
rushforth,NSW,2460
rushworth,VIC,3612
rushy lagoon,TAS,7264
russell,ACT,2600
russell island,QLD,4184
russell lea,NSW,2046
russell vale,NSW,2517
russells bridge,VIC,3331
rutherford,NSW,2320
rutherglen,VIC,3685
ruthven,NSW,2480
ryan,NSW,2658
ryan,QLD,4825
ryans,VIC,3875
ryansbrook,WA,6395
ryanston,VIC,3992
rydal,NSW,2790
rydalmere,NSW,2116
ryde,NSW,1680
ryde,NSW,2112
rye,VIC,3941
rye park,NSW,2586
ryeford,QLD,4361
ryhope,NSW,2283
rylstone,NSW,2849
rythdale,VIC,3810
sabina river,WA,6280
sabine,QLD,4401
sackville,NSW,2756
sackville north,NSW,2756
sadadeen,NT,0870
saddleback mountain,NSW,2533
saddleworth,SA,5413
sadleir,NSW,2168
sadliers crossing,QLD,4305
safety bay,WA,6169
safety beach,NSW,2456
safety beach,VIC,3936
saibai island,QLD,4875
sail boom,SA,5223
sailors falls,VIC,3461
sailors gully,VIC,3556
sailors hill,VIC,3461
saints,SA,5461
salamander bay,NSW,2317
sale,VIC,3853
sale,VIC,3850
sale east raaf,VIC,3852
salem,SA,5255
salisbury,SA,5108
salisbury,QLD,4107
salisbury,NSW,2420
salisbury downs,SA,5108
salisbury east,SA,5109
salisbury east,QLD,4107
salisbury heights,SA,5109
salisbury north,SA,5108
salisbury park,SA,5109
salisbury plain,SA,5109
salisbury plains,NSW,2358
salisbury south,SA,5106
salisbury south dc,SA,5106
salisbury west,VIC,3517
sallys flat,NSW,2850
salmon gums,WA,6445
salt ash,NSW,2318
salt creek,SA,5264
salter point,WA,6152
salter springs,SA,5401
saltia,SA,5433
saltwater,NSW,2430
saltwater river,TAS,7186
samaria,VIC,3673
samford,QLD,4520
samford valley,QLD,4520
samford village,QLD,4520
sampson flat,SA,5114
samson,WA,6163
samsonvale,QLD,4520
san isidore,NSW,2650
san remo,WA,6210
san remo,VIC,3925
san remo,NSW,2262
sancrox,NSW,2446
sanctuary cove,QLD,4212
sanctuary point,NSW,2540
sandalwood,SA,5309
sandbar,NSW,2428
sandergrove,SA,5255
sanderston,SA,5237
sandfly,TAS,7150
sandford,VIC,3312
sandford,TAS,7020
sandgate,NSW,2304
sandgate,QLD,4017
sandgate dc,QLD,4017
sandhill lake,VIC,3579
sandhurst,VIC,3977
sandhurst east,VIC,3550
sandiford,QLD,4740
sandigo,NSW,2700
sandilands,SA,5571
sandilands,NSW,2469
sandleton,SA,5356
sandon,VIC,3462
sandon,NSW,2463
sandown village,VIC,3171
sandpatch,WA,6330
sandringham,QLD,4701
sandringham,VIC,3191
sandringham,NSW,2219
sands,NSW,2216
sandsprings,WA,6532
sandstone,WA,6639
sandstone point,QLD,4511
sandy bay,TAS,7006
sandy bay,TAS,7005
sandy beach,NSW,2456
sandy camp,QLD,4361
sandy creek,QLD,4515
sandy creek,VIC,3695
sandy creek,SA,5350
sandy creek,NSW,2835
sandy creek,NSW,2338
sandy crossing,NSW,2460
sandy flat,NSW,2372
sandy grove,SA,5275
sandy gully,NSW,2729
sandy gully,WA,6535
sandy hill,NSW,2372
sandy hollow,NSW,2333
sandy pocket,QLD,4871
sandy point,NSW,2172
sandy point,VIC,3959
sandy ridges,QLD,4615
sanger,NSW,2646
sans souci,NSW,2219
santa teresa,NT,0872
sapphire,NSW,2360
sapphire,QLD,4702
sapphire beach,NSW,2450
sapphiretown,SA,5222
sarabah,QLD,4275
saratoga,NSW,2251
sargood,VIC,3858
sarina,QLD,4737
sarina beach,QLD,4737
sarina range,QLD,4737
sarsfield,VIC,3875
sassafras,NSW,2622
sassafras,VIC,3787
sassafras,TAS,7307
sassafras gully,VIC,3787
saumarez,NSW,2350
saumarez ponds,NSW,2350
saunders beach,QLD,4818
savage river,TAS,7321
savernake,NSW,2646
sawmill settlement,VIC,3723
sawpit creek,NSW,2474
sawtell,NSW,2452
sawyers gully,NSW,2326
sawyers valley,WA,6074
saxby,QLD,4822
scaddan,WA,6447
scamander,TAS,7215
scarborough,NSW,2515
scarborough,QLD,4020
scarborough,WA,6019
scarborough,WA,6922
scarness,QLD,4655
scarsdale,VIC,3351
sceale bay,SA,5680
schell well,SA,5311
scheyville,NSW,2756
schofields,NSW,2762
schroeder,WA,6285
scone,NSW,2337
scopus,TAS,7330
scoresby,VIC,3179
scoresby bc,VIC,3176
scotchmans lead,VIC,3352
scotchtown,TAS,7330
scotchy pocket,QLD,4570
scotia,NSW,2648
scotland island,NSW,2105
scotsburn,VIC,3352
scotsdale,WA,6333
scott creek,SA,5153
scott river,WA,6288
scott river east,WA,6275
scotts brook,WA,6244
scotts creek,NSW,2338
scotts creek,VIC,3267
scotts flat,NSW,2330
scotts head,NSW,2447
scottsdale,TAS,7260
scottville,QLD,4804
scrub creek,QLD,4313
scrubby creek,QLD,4570
scrubby mountain,QLD,4356
scullin,ACT,2614
sea elephant,TAS,7256
sea lake,VIC,3533
seabird,WA,6042
seabrook,VIC,3028
seacliff,SA,5049
seacliff park,SA,5049
seacombe,VIC,3851
seacombe gardens,SA,5047
seacombe heights,SA,5047
seaford,VIC,3198
seaford,SA,5169
seaford heights,SA,5169
seaford meadows,SA,5169
seaford rise,SA,5169
seaforth,NSW,2092
seaforth,QLD,4741
seaham,NSW,2324
seahampton,NSW,2286
seaholme,VIC,3018
seal bay,SA,5223
seal rocks,NSW,2423
seaspray,VIC,3851
seaton,SA,5023
seaton,VIC,3858
seaview,VIC,3821
seaview downs,SA,5049
sebastian,VIC,3556
sebastopol,VIC,3356
sebastopol,NSW,2666
sebastopol,SA,5280
second valley,SA,5204
secret harbour,WA,6173
sedan,SA,5353
seddon,VIC,3011
seddon,SA,5223
seddon west,VIC,3011
sedgefield,NSW,2330
sedgwick,VIC,3551
seelands,NSW,2460
sefton,NSW,2162
sefton park,SA,5083
segenhoe,NSW,2337
seisia,QLD,4876
selbourne,TAS,7292
selby,VIC,3159
selene,QLD,4630
sellheim,QLD,4816
sellicks beach,SA,5174
sellicks hill,SA,5174
selwyn,VIC,3737
semaphore,SA,5019
semaphore park,SA,5019
semaphore south,SA,5019
senior,SA,5268
separation creek,VIC,3234
seppeltsfield,SA,5355
seppings,WA,6330
septimus,QLD,4754
serpentine,WA,6125
serpentine,VIC,3517
serviceton,VIC,3420
seven hills,NSW,2147
seven hills,QLD,4170
seven hills,NSW,1730
seven mile beach,TAS,7170
seven oaks,NSW,2440
sevenhill,SA,5453
seventeen mile,QLD,4344
seventeen mile rocks,QLD,4073
seventeen seventy,QLD,4677
seventy mile,QLD,4820
severnlea,QLD,4380
seville,VIC,3139
seville east,VIC,3139
seville grove,WA,6112
sexton,QLD,4570
sextonville,NSW,2470
seymour,VIC,3660
seymour,TAS,7215
seymour,VIC,3661
seymour south,VIC,3660
shackleton,WA,6386
shadforth,WA,6333
shadforth,NSW,2800
shady creek,VIC,3821
shailer park,QLD,4128
shallow bay,NSW,2428
shalvey,NSW,2770
shanes park,NSW,2747
shannon,TAS,7030
shannon,WA,6262
shannon brook,NSW,2470
shannon vale,NSW,2370
shannondale,NSW,2460
shannons flat,NSW,2630
shannonvale,VIC,3898
shannonvale,QLD,4873
shark bay,WA,6537
shark creek,NSW,2463
sharon,QLD,4670
sharps creek,NSW,2729
shaugh,SA,5267
shaw,QLD,4818
shays flat,VIC,3377
she oaks,VIC,3331
sheans creek,VIC,3666
sheaoak flat,SA,5581
shearwater,TAS,7307
sheedys gully,NSW,2790
sheep hills,VIC,3392
sheep station creek,QLD,4515
sheffield,TAS,7306
sheidow park,SA,5158
shelbourne,VIC,3515
sheldon,QLD,4157
shelford,VIC,3329
shell cove,NSW,2529
shell pocket,QLD,4855
shelley,VIC,3701
shelley,WA,6148
shellharbour,NSW,2529
shelly beach,QLD,4810
shelly beach,QLD,4551
shelly beach,NSW,2261
shenton park,WA,6008
shepherds flat,VIC,3461
shepparton,VIC,3630
shepparton,VIC,3632
shepparton east,VIC,3631
shepparton north,VIC,3631
sherbrooke,VIC,3789
sheringa,SA,5607
sherlock,SA,5301
sherlock,WA,6714
sherwood,NSW,2440
sherwood,NSW,2450
sherwood,NSW,2474
sherwood,QLD,4075
sherwood,SA,5267
shirbourne,QLD,4809
shoal bay,NSW,2315
shoal point,QLD,4750
shoalhaven heads,NSW,2535
shoalwater,QLD,4702
shoalwater,WA,6169
shooters hill,NSW,2787
shoreham,VIC,3916
shorewell park,TAS,7320
shorncliffe,QLD,4017
short,SA,5279
shortland,NSW,2307
shotts,WA,6225
shute harbour,QLD,4802
sidmouth,TAS,7270
sidonia,VIC,3444
siesta park,WA,6280
silent grove,NSW,2372
silkstone,QLD,4304
silkwood,QLD,4856
silkwood east,QLD,4857
silky oak,QLD,4854
silvan,VIC,3795
silver creek,QLD,4800
silver ridge,QLD,4352
silver sands,WA,6210
silver spur,QLD,4385
silver valley,QLD,4872
silverbark ridge,QLD,4124
silverdale,NSW,2752
silverdale,QLD,4307
silverleaf,QLD,4605
silverleaves,VIC,3922
silverleigh,QLD,4401
silverton,NSW,2880
silverton,SA,5204
silverwater,NSW,1811
silverwater,NSW,2264
silverwater,NSW,2128
silverwood,QLD,4370
simmie,QLD,4454
simpkins creek,NSW,2469
simpson,VIC,3266
simpsons bay,TAS,7150
simpsons creek,VIC,3888
simson,VIC,3465
sinagra,WA,6065
sinclair,WA,6450
singleton,NSW,2330
singleton,WA,6175
singleton heights,NSW,2330
singletons mill,NSW,2775
sinnamon park,QLD,4073
sippy downs,QLD,4556
sir samuel,WA,6437
sisters beach,TAS,7321
sisters creek,TAS,7325
six mile swamp,NSW,2469
skeleton rock,WA,6426
skenes creek,VIC,3233
skenes creek north,VIC,3233
skennars head,NSW,2478
skibo,VIC,3260
skillion flat,NSW,2440
skinners flat,VIC,3518
skinners shoot,NSW,2481
skipton,VIC,3361
skye,VIC,3977
skye,SA,5072
skyring reserve,QLD,4671
slacks creek,QLD,4127
slade point,QLD,4740
sladevale,QLD,4370
slaty creek,VIC,3477
sleaford,SA,5607
sleepy hollow,NSW,2483
sloping main,TAS,7186
smeaton,VIC,3364
smeaton grange,NSW,2567
smith brook,WA,6258
smithfield,NSW,2164
smithfield,QLD,4878
smithfield,SA,5114
smithfield plains,SA,5114
smithfield west,NSW,2164
smithlea,QLD,4385
smiths beach,VIC,3922
smiths creek,NSW,2460
smiths creek,NSW,2474
smiths creek,NSW,2484
smiths gully,VIC,3760
smiths lake,NSW,2428
smithton,TAS,7330
smithtown,NSW,2440
smokeytown,VIC,3364
smoko,VIC,3741
smoky bay,SA,5680
smoky creek,QLD,4702
smythes creek,VIC,3351
smythesdale,VIC,3351
snake island,VIC,3971
snake valley,VIC,3351
snakes plain,NSW,2824
snowball,NSW,2622
snowtown,SA,5520
snowy plain,NSW,2628
snug,TAS,7054
sodwalls,NSW,2790
sofala,NSW,2795
soldiers hill,VIC,3350
soldiers hill,QLD,4825
soldiers point,NSW,2317
solomon,SA,5641
solomontown,SA,5540
solus,WA,6207
somers,VIC,3927
somersby,NSW,2250
somerset,TAS,7322
somerset dam,QLD,4312
somerton,VIC,3062
somerton,NSW,2340
somerton park,SA,5044
somerville,VIC,3912
somerville,WA,6430
somme,QLD,4382
sorell,TAS,7172
sorell creek,TAS,7140
sorrento,WA,6020
sorrento,VIC,3943
south albury,NSW,2640
south arm,NSW,2460
south arm,TAS,7022
south arm,NSW,2449
south ballina,NSW,2478
south bathurst,NSW,2795
south bingera,QLD,4670
south bodallin,WA,6424
south boulder,WA,6432
south bowenfels,NSW,2790
south brighton,SA,5048
south brisbane,QLD,4101
south brisbane bc,QLD,4101
south broken hill,NSW,2880
south bruny,TAS,7150
south bunbury,WA,6230
south burnie,TAS,7320
south burracoppin,WA,6421
south carnarvon,WA,6701
south coogee,NSW,2034
south datatine,WA,6317
south doodlakine,WA,6411
south dudley,VIC,3995
south durras,NSW,2536
south east nanango,QLD,4615
south end,QLD,4680
south evans head,NSW,2473
south forest,TAS,7330
south fremantle,WA,6162
south geelong,VIC,3220
south gladstone,QLD,4680
south glencoe,WA,6317
south golden beach,NSW,2483
south grafton,NSW,2460
south granville,NSW,2142
south greenough,WA,6528
south guildford,WA,6055
south gundagai,NSW,2722
south gundurimba,NSW,2480
south guyra,NSW,2365
south hedland,WA,6722
south hobart,TAS,7004
south hummocks,SA,5550
south hurstville,NSW,2221
south innisfail,QLD,4860
south isis,QLD,4660
south johnstone,QLD,4859
south kalgoorlie,WA,6430
south kempsey,NSW,2440
south kilkerran,SA,5573
south kingsville,VIC,3015
south kolan,QLD,4670
south kukerin,WA,6352
south kumminin,WA,6368
south kununoppin,WA,6489
south lake,WA,6164
south lake grace,WA,6353
south launceston,TAS,7249
south lismore,NSW,2480
south littleton,NSW,2790
south mackay,QLD,4740
south maclean,QLD,4280
south maitland,NSW,2320
south maroota,NSW,2756
south melbourne,VIC,3205
south mission beach,QLD,4852
south morang,VIC,3752
south mount cameron,TAS,7264
south murchison,WA,6635
south murwillumbah,NSW,2484
south nanango,QLD,4615
south newdegate,WA,6355
south nietta,TAS,7315
south nowra,NSW,2541
south pambula,NSW,2549
south penrith,NSW,2750
south perth,WA,6951
south perth,WA,6151
south perth angelo st,WA,6151
south plantations,WA,6701
south plympton,SA,5038
south preston,TAS,7315
south purrumbete,VIC,3260
south quairading,WA,6383
south riana,TAS,7316
south ripley,QLD,4306
south spreyton,TAS,7310
south springfield,TAS,7260
south stirling,WA,6324
south stradbroke,QLD,4216
south talwood,QLD,4496
south tammin,WA,6409
south tamworth,NSW,2340
south toowoomba,QLD,4350
south townsville,QLD,4810
south trayning,WA,6488
south trees,QLD,4680
south turramurra,NSW,2074
south wentworthville,NSW,2145
south west rocks,NSW,2431
south wharf,VIC,3006
south windsor,NSW,2756
south wolumla,NSW,2550
south yaamba,QLD,4702
south yarra,VIC,3141
south yelbeni,WA,6487
south yilgarn,WA,6426
south yuna,WA,6532
south yunderup,WA,6208
southampton,WA,6253
southampton,NSW,2460
southbank,VIC,3006
southbrook,QLD,4363
southedge,QLD,4871
southend,SA,5280
southern brook,WA,6401
southern cross,VIC,3283
southern cross,WA,6426
southern river,WA,6110
southgate,NSW,2460
southland centre,VIC,3192
southport,TAS,7109
southport,QLD,4215
southport bc,QLD,4215
southport lagoon,TAS,7109
southport park,QLD,4215
southside,QLD,4570
southwood,QLD,4406
spalding,SA,5454
spalding,WA,6530
spalford,TAS,7315
spargo creek,VIC,3461
spearwood,WA,6163
spectacle lake,SA,5345
speed,VIC,3488
speedwell,QLD,4613
speers point,NSW,2284
speewa,VIC,3585
speewa,NSW,2735
speewah,QLD,4881
spence,SA,5271
spence,ACT,2615
spencer,NSW,2775
spencer park,WA,6330
spencers brook,WA,6401
spicers creek,NSW,2820
spicketts creek,NSW,2454
spit junction,NSW,2088
splinter creek,QLD,4630
split yard creek,QLD,4306
splitters creek,NSW,2640
spotswood,VIC,3015
sprent,TAS,7315
spreyton,TAS,7310
spring beach,TAS,7190
spring bluff,QLD,4352
spring creek,NSW,2800
spring creek,QLD,4343
spring creek,QLD,4361
spring creek,QLD,4420
spring farm,NSW,2570
spring farm,SA,5453
spring flat,NSW,2850
spring grove,NSW,2470
spring gully,SA,5453
spring gully,VIC,3550
spring hill,QLD,4000
spring hill,NSW,2500
spring hill,NSW,2800
spring hill,VIC,3444
spring hill,QLD,4004
spring mountain,NSW,2360
spring plains,NSW,2388
spring ridge,NSW,2343
spring terrace,NSW,2798
springbank,VIC,3352
springbrook,QLD,4213
springdale,NSW,2666
springdale,QLD,4380
springdale heights,NSW,2641
springdallah,VIC,3351
springfield,NSW,2250
springfield,TAS,7260
springfield,WA,6525
springfield,SA,5062
springfield,VIC,3544
springfield,QLD,4300
springfield,VIC,3434
springfield,NSW,2630
springfield central,QLD,4300
springfield lakes,QLD,4300
springhurst,VIC,3682
springlands,QLD,4804
springmount,VIC,3364
springrange,NSW,2618
springs,WA,6308
springside,QLD,4356
springside,NSW,2800
springsure,QLD,4722
springton,SA,5235
springvale,NSW,2650
springvale,NSW,2790
springvale,VIC,3171
springvale south,VIC,3172
springwood,NSW,2777
springwood,QLD,4127
warriewood shopping square,NSW,2102
square mile,SA,5291
squeaking point,TAS,7307
st agnes,QLD,4671
st agnes,SA,5097
st albans,NSW,2775
st albans,VIC,3021
st albans park,VIC,3219
st andrews,NSW,2566
st andrews,VIC,3761
st andrews beach,VIC,3941
st arnaud,VIC,3478
st arnaud east,VIC,3477
st arnaud north,VIC,3477
st aubyn,QLD,4352
st clair,VIC,3995
st clair,NSW,2759
st clair,SA,5011
st clair,NSW,2330
st fillans,NSW,2850
st george,QLD,4487
st george,NSW,2622
st george ranges,WA,6728
st georges,SA,5064
st georges basin,NSW,2540
st germains,VIC,3620
st helena,VIC,3088
st helens,TAS,7216
st helens,QLD,4650
st helens,QLD,4356
st helens,VIC,3285
st helens beach,QLD,4798
st helens park,NSW,2560
st helens plains,VIC,3401
st huberts island,NSW,2257
st ives,SA,5252
st ives,NSW,2075
st ives chase,NSW,2075
st james,WA,6102
st james,VIC,3727
st johns,SA,5373
st johns park,NSW,2176
st kilda,SA,5110
st kilda,QLD,4671
st kilda,VIC,3182
st kilda east,VIC,3183
st kilda road,VIC,8004
st kilda road central,VIC,8008
st kilda south,VIC,3182
st kilda west,VIC,3182
st kitts,SA,5356
st lawrence,QLD,4707
st leonards,TAS,7250
st leonards,NSW,2065
st leonards,NSW,1590
st leonards,VIC,3223
st lucia,QLD,4067
st lucia south,QLD,4067
st marys,TAS,7215
st marys,NSW,2760
st marys,NSW,1790
st marys,SA,5042
st marys east,NSW,2760
st marys south,NSW,2760
st morris,SA,5068
st pauls,NSW,2031
st peters,SA,5069
st peters,NSW,2044
st ronans,WA,6302
st ruth,QLD,4405
staaten,QLD,4892
staceys bridge,VIC,3971
stafford,QLD,4053
stafford dc,QLD,4053
stafford heights,QLD,4053
staffordshire reef,VIC,3351
staghorn flat,VIC,3691
stake hill,WA,6181
stalworth,QLD,4613
stamford,QLD,4821
stanage,QLD,4702
stanborough,NSW,2360
stanbridge,NSW,2705
stanford merthyr,NSW,2327
stanhope,VIC,3623
stanhope,NSW,2335
stanhope gardens,NSW,2768
stanhope south,VIC,3623
stanley,VIC,3747
stanley,TAS,7331
stanley,SA,5415
stanley flat,SA,5453
stanmore,NSW,2048
stanmore,QLD,4514
stannifer,NSW,2369
stannum,NSW,2371
stansbury,SA,5582
stanthorpe,QLD,4380
stanwell,QLD,4702
stanwell park,NSW,2508
stanwell tops,NSW,2508
stapylton,QLD,4207
state mine gully,NSW,2790
station arcade,SA,5000
staughton vale,VIC,3340
stavely,VIC,3379
staverton,TAS,7306
stawell,VIC,3380
steam plains,NSW,2710
steels creek,VIC,3775
steelton,SA,5413
steeple flat,NSW,2631
steiglitz,QLD,4207
steiglitz,VIC,3331
steinfeld,SA,5356
stenhouse bay,SA,5575
stephenston,SA,5433
stepney,SA,5069
steppes,TAS,7030
stewart range,SA,5271
stewarton,VIC,3725
stewarton,QLD,4702
stewarts brook,NSW,2337
stewarts mount,NSW,2795
stewarts river,NSW,2443
stieglitz,TAS,7216
stirling,WA,6021
stirling,ACT,2611
stirling,VIC,3893
stirling,SA,5152
stirling estate,WA,6271
stirling north,SA,5710
stockdale,VIC,3862
stockhaven,QLD,4625
stockinbingal,NSW,2725
stockleigh,QLD,4280
stockport,SA,5410
stockrington,NSW,2322
stockton,NSW,2295
stockton,QLD,4871
stockwell,SA,5355
stockyard,QLD,4703
stockyard,QLD,4344
stockyard creek,NSW,2460
stockyard creek,SA,5460
stockyard hill,VIC,3373
stockyard plain,SA,5330
stokers siding,NSW,2484
stokes bay,SA,5223
stone hut,SA,5480
stone well,SA,5352
stonehaven,VIC,3218
stonehenge,NSW,2370
stonehenge,QLD,4357
stonehenge,QLD,4730
stonehenge,TAS,7120
stonelands,QLD,4612
stoneleigh,VIC,3373
stoneleigh,QLD,4356
stonequarry,NSW,2580
stones corner,QLD,4120
stoneville,WA,6081
stonor,TAS,7119
stony chute,NSW,2480
stony creek,NSW,2550
stony creek,QLD,4514
stony creek,VIC,3957
stony creek,VIC,3371
stony creek,NSW,2850
stony crossing,NSW,2734
stony head,TAS,7252
stony rise,TAS,7310
stonyfell,SA,5066
stonyford,VIC,3260
stoodley,TAS,7306
storm king,QLD,4380
stormlea,TAS,7184
stoters hill,QLD,4860
stotts creek,NSW,2487
stove hill,WA,6714
stow,SA,5461
stowport,TAS,7321
stradbroke,VIC,3851
strahan,TAS,7468
strangways,VIC,3461
straten,VIC,3533
stratford,VIC,3862
stratford,QLD,4870
stratford,NSW,2422
strath creek,VIC,3658
strathalbyn,SA,5255
strathalbyn,WA,6530
strathallan,VIC,3622
stratham,WA,6237
strathblane,TAS,7109
strathbogie,VIC,3666
strathcedar,NSW,2429
strathdale,VIC,3550
strathdickie,QLD,4800
strathdownie,VIC,3312
stratheden,NSW,2470
stratherne,WA,6309
strathewen,VIC,3099
strathfield,NSW,2135
strathfield,QLD,4742
strathfield south,NSW,2136
strathfieldsaye,VIC,3551
strathgordon,TAS,7139
strathkellar,VIC,3301
strathlea,VIC,3364
strathmerton,VIC,3641
strathmore,VIC,3041
strathmore heights,VIC,3041
strathnairn,ACT,2615
strathpine,QLD,4500
strathpine centre,QLD,4500
stratton,WA,6056
strawberry hills,NSW,2012
streaky bay,SA,5680
streatham,VIC,3351
strelley,WA,6721
stretton,QLD,4116
strickland,TAS,7140
stromlo,ACT,2611
stroud,NSW,2425
stroud hill,NSW,2420
stroud road,NSW,2415
struan,SA,5271
struck oil,QLD,4714
strzelecki,VIC,3950
strzelecki,TAS,7255
stuart,NT,0870
stuart,QLD,4811
stuart,SA,5320
stuart mill,VIC,3477
stuart park,NT,0820
stuart town,NSW,2820
stuarts point,NSW,2441
stubbo,NSW,2852
stud park,NSW,2710
studfield,VIC,3152
studio village,QLD,4210
sturt,QLD,4829
sturt,SA,5047
sturt creek,WA,6770
styx,TAS,7140
subiaco,WA,6008
subiaco east,WA,6008
subiaco po,WA,6904
success,WA,6964
success,WA,6164
suffolk park,NSW,2481
sugarloaf,NSW,2420
sugarloaf,VIC,3234
sugarloaf,QLD,4380
sugarloaf,QLD,4800
sugarloaf creek,VIC,3658
suggan buggan,VIC,3885
sulky,VIC,3352
sullivan beach,SA,5166
sulphur creek,TAS,7316
sultana point,SA,5583
summer hill,NSW,2421
summer hill,NSW,2130
summer hill creek,NSW,2800
summer island,NSW,2440
summerhill,TAS,7250
summerholm,QLD,4341
summerland point,NSW,2259
summerlands,VIC,3922
summertown,SA,5141
sumner,QLD,4074
sumner,VIC,3057
sumner park bc,QLD,4074
sun valley,QLD,4680
sun valley,NSW,2777
sunbury,VIC,3429
sunday creek,VIC,3658
sunderland bay,VIC,3922
sundown,QLD,4860
sunlands,SA,5322
sunny corner,NSW,2795
sunny nook,QLD,4605
sunnybank,QLD,4109
sunnybank hills,QLD,4109
sunnybank south,QLD,4109
sunnybrae,SA,5422
sunnycliffs,VIC,3496
sunnydale,SA,5353
sunnyside,TAS,7305
sunnyside,SA,5253
sunnyside,WA,6256
sunnyside,QLD,4416
sunnyside,QLD,4737
sunnyvale,SA,5552
sunrise beach,QLD,4567
sunset,QLD,4825
sunset,VIC,3490
sunset beach,WA,6530
sunset strip,NSW,2879
sunset strip,VIC,3922
sunshine,NSW,2264
sunshine,VIC,3020
sunshine acres,QLD,4655
sunshine bay,NSW,2536
sunshine beach,QLD,4567
sunshine coast mc,QLD,4560
sunshine north,VIC,3020
sunshine plaza,QLD,4558
sunshine west,VIC,3020
suntop,NSW,2820
surat,QLD,4417
surbiton,QLD,4724
surf beach,NSW,2536
surf beach,VIC,3922
surfers paradise,QLD,4217
surfside,NSW,2536
surges bay,TAS,7116
surprise bay,TAS,7256
surrey downs,SA,5126
surrey hills,VIC,3127
